Id,Probability
353,0.043335345
354,0.7258912
355,0.107806005
356,0.05550128
357,0.9181967
358,0.056332823
359,0.30608165
360,0.72326136
361,0.17850094
362,0.10872846
363,0.06318025
364,0.20831642
365,0.54879516
366,0.56876266
367,0.2536374
368,0.5044434
369,0.108500294
370,0.8544713
371,0.1030747
372,0.59912616
373,0.14021982
374,0.12535687
375,0.1101871
376,0.047627557
377,0.26066184
378,0.09230623
379,0.17160442
380,0.25396758
381,0.11081506
382,0.22429131
383,0.345073
384,0.5570848
385,0.08634682
386,0.0582895
387,0.043163802
388,0.1924091
389,0.2008131
390,0.086545706
391,0.04185632
392,0.05697481
393,0.16647659
394,0.67305416
395,0.0967177
396,0.04340464
397,0.60596406
398,0.7423844
399,0.08224797
400,0.17752385
401,0.09238607
402,0.04376735
403,0.14446425
404,0.03457739
405,0.9638232
406,0.9392801
407,0.20219532
408,0.53955007
409,0.24014916
410,0.1300182
411,0.34030324
412,0.32803038
413,0.6510991
414,0.12560876
415,0.08455849
416,0.5907933
417,0.6139008
418,0.4038805
419,0.118568026
420,0.14658877
421,0.1442496
422,0.060530547
423,0.24256936
424,0.06021418
425,0.049097706
426,0.089920856
427,0.2683434
428,0.14854415
429,0.6085697
430,0.09680768
431,0.82374907
432,0.047891844
433,0.18607424
434,0.15963456
435,0.21031892
436,0.2464982
437,0.4654625
438,0.60821456
439,0.06980377
440,0.27177095
441,0.119354874
442,0.20924087
443,0.31099948
444,0.061893716
445,0.38537478
446,0.7854349
447,0.104764916
448,0.49703938
449,0.5411447
450,0.059273303
451,0.29205328
452,0.043353565
453,0.64014435
454,0.1408193
455,0.44144782
456,0.29459268
457,0.34318808
458,0.1216828
459,0.5554108
460,0.14915253
461,0.19255835
462,0.46663988
463,0.14176404
464,0.33642247
465,0.42538658
466,0.049242925
467,0.074259624
468,0.24216117
469,0.06943875
470,0.66349286
471,0.045110006
472,0.085906856
473,0.7434204
474,0.29422465
475,0.19281285
476,0.11945738
477,0.059518535
478,0.10944264
479,0.22388802
480,0.06550418
481,0.4598235
482,0.054797184
483,0.33018285
484,0.36958122
485,0.031592492
486,0.7604415
487,0.24560605
488,0.4490076
489,0.5900171
490,0.2658722
491,0.08340564
492,0.24274239
493,0.8143893
494,0.10067112
495,0.80023885
496,0.22973256
497,0.10852704
498,0.15234584
499,0.48542234
500,0.096668534
501,0.18363896
502,0.08224986
503,0.29169062
504,0.15641138
505,0.062009282
506,0.6508648
507,0.3956987
508,0.039047588
509,0.042671423
510,0.14518368
511,0.16342676
512,0.7324906
513,0.29170495
514,0.2004023
515,0.19099806
516,0.80037725
517,0.07324421
518,0.10938023
519,0.037800148
520,0.1079728
521,0.06784437
522,0.07566122
523,0.49314955
524,0.29114315
525,0.3889586
526,0.87076014
527,0.6833904
528,0.09654829
529,0.7559223
530,0.28531587
531,0.074822515
532,0.046085693
533,0.16481538
534,0.032392543
535,0.14407204
536,0.047061652
537,0.15060118
538,0.47831216
539,0.18543582
540,0.08891193
541,0.15490274
542,0.19597495
543,0.42512193
544,0.5684
545,0.2127092
546,0.08171635
547,0.29689968
548,0.047410883
549,0.05001099
550,0.7122954
551,0.7423031
552,0.5489265
553,0.11320558
554,0.07223
555,0.5240155
556,0.2221757
557,0.24460788
558,0.2929819
559,0.49471575
560,0.22621915
561,0.029272566
562,0.15094899
563,0.38780198
564,0.28093922
565,0.5916547
566,0.098947875
567,0.054956134
568,0.21349993
569,0.73695093
570,0.3705595
571,0.57624674
572,0.29529777
573,0.17424533
574,0.4336737
575,0.314872
576,0.04564287
577,0.31839773
578,0.07863768
579,0.36486498
580,0.05013704
581,0.08620773
582,0.14366904
583,0.057332255
584,0.16277519
585,0.2970706
586,0.0742131
587,0.11205879
588,0.4205914
589,0.1527715
590,0.13194607
591,0.68579257
592,0.09274649
593,0.14611977
594,0.18010297
595,0.6415612
596,0.12716264
597,0.13065147
598,0.21729879
599,0.31161928
600,0.08996527
601,0.09028624
602,0.25097093
603,0.13210185
604,0.07991972
605,0.5566863
606,0.09359324
607,0.52443486
608,0.13134119
609,0.7534549
610,0.19807504
611,0.38626963
612,0.050190534
613,0.059884273
614,0.25078392
615,0.18147887
616,0.04452376
617,0.40101054
618,0.08090456
619,0.12835053
620,0.17056622
621,0.04322642
622,0.26128343
623,0.16722183
624,0.24852331
625,0.4258669
626,0.94744194
627,0.42683938
628,0.1671759
629,0.085088536
630,0.7168382
631,0.08489386
632,0.17697997
633,0.03689611
634,0.28279093
635,0.34650078
636,0.039095897
637,0.062055375
638,0.103251144
639,0.33007357
640,0.04860736
641,0.076194026
642,0.8180237
643,0.52921075
644,0.9326504
645,0.5544553
646,0.74470615
647,0.13523747
648,0.6140507
649,0.056365885
650,0.11787554
651,0.8245427
652,0.13441958
653,0.4484436
654,0.8470378
655,0.11510569
656,0.24831903
657,0.12398311
658,0.13218999
659,0.4926289
660,0.71429455
661,0.30493596
662,0.7350442
663,0.64194596
664,0.57991105
665,0.8793847
666,0.03360487
667,0.18498512
668,0.57950866
669,0.8224038
670,0.23438895
671,0.065324925
672,0.56484824
673,0.26446888
674,0.050634526
675,0.94267017
676,0.5399352
677,0.18610732
678,0.2938171
679,0.3257361
680,0.7319076
681,0.43947366
682,0.16628802
683,0.34473532
684,0.177391
685,0.67373776
686,0.036995575
687,0.06605793
688,0.09702961
689,0.6286682
690,0.15688142
691,0.28612417
692,0.89065206
693,0.26320642
694,0.16663902
695,0.23178068
696,0.13779667
697,0.039245848
698,0.367075
699,0.6929518
700,0.08642014
701,0.064593896
702,0.74963415
703,0.57312113
704,0.82355505
705,0.22255771
706,0.09015434
707,0.28618664
708,0.09717327
709,0.22479692
710,0.07414496
711,0.365313
712,0.68831885
713,0.21703883
714,0.09094874
715,0.13184986
716,0.862254
717,0.08032419
718,0.40294525
719,0.19575891
720,0.042138748
721,0.06697735
722,0.17916547
723,0.502628
724,0.1045832
725,0.7517657
726,0.17067988
727,0.1443367
728,0.40270758
729,0.54608285
730,0.94668823
731,0.17576091
732,0.34135062
733,0.06664791
734,0.10825603
735,0.668505
736,0.22324498
737,0.2839708
738,0.58536386
739,0.17591295
740,0.064415224
741,0.19617085
742,0.12028756
743,0.36571258
744,0.15157881
745,0.09860221
746,0.41557154
747,0.07674365
748,0.38231084
749,0.22669135
750,0.40579897
751,0.7069661
752,0.044802304
753,0.13774344
754,0.037602767
755,0.4321325
756,0.12574737
757,0.30119225
758,0.18965045
759,0.062260758
760,0.07985227
761,0.08477496
762,0.37459415
763,0.5073073
764,0.055092674
765,0.20107166
766,0.4362316
767,0.057269435
768,0.53747344
769,0.10371567
770,0.6925808
771,0.08917142
772,0.6370869
773,0.44612786
774,0.09300435
775,0.4287787
776,0.1621678
777,0.5877903
778,0.080394104
779,0.15904559
780,0.82575816
781,0.47750872
782,0.37712836
783,0.18298881
784,0.3109146
785,0.15691184
786,0.5880135
787,0.28035325
788,0.3370219
789,0.60657346
790,0.6585739
791,0.36624163
792,0.8974568
793,0.38120118
794,0.18177733
795,0.81522065
796,0.043737784
797,0.589203
798,0.14013222
799,0.7939594
800,0.22273414
801,0.12192106
802,0.103125796
803,0.5192639
804,0.19616981
805,0.71036863
806,0.15420307
807,0.059397336
808,0.32256162
809,0.34643987
810,0.22990817
811,0.5553581
812,0.16648678
813,0.27391577
814,0.15318312
815,0.49803716
816,0.3156977
817,0.041074313
818,0.2103583
819,0.050068267
820,0.38642102
821,0.16287383
822,0.67546886
823,0.10299764
824,0.14232567
825,0.09310009
826,0.15576482
827,0.33295563
828,0.17603008
829,0.13699093
830,0.23489642
831,0.5704737
832,0.28401124
833,0.6567647
834,0.11493778
835,0.4990837
836,0.35200983
837,0.49839535
838,0.21625073
839,0.6187736
840,0.82730347
841,0.6857824
842,0.4005111
843,0.650832
844,0.45859557
845,0.94175655
846,0.96126336
847,0.10371826
848,0.066070415
849,0.86292
850,0.2300824
851,0.28579208
852,0.14242643
853,0.5977633
854,0.26983526
855,0.038366247
856,0.21265042
857,0.27036273
858,0.3434293
859,0.036522564
860,0.3058086
861,0.7712746
862,0.033178173
863,0.06522169
864,0.1423897
865,0.106756344
866,0.07403668
867,0.0728616
868,0.53632104
869,0.20306398
870,0.04996141
871,0.13908349
872,0.20765102
873,0.06128561
874,0.06270964
875,0.04254432
876,0.35282573
877,0.16438767
878,0.30258983
879,0.03863936
880,0.2582061
881,0.15005708
882,0.4982805
883,0.39956248
884,0.39109385
885,0.039493658
886,0.33774954
887,0.32669023
888,0.9010133
889,0.27953807
890,0.42911878
891,0.09169906
892,0.07255539
893,0.8401351
894,0.96485615
895,0.16207428
896,0.25279263
897,0.12305006
898,0.044238348
899,0.15795928
900,0.048763745
901,0.45957357
902,0.31446728
903,0.10939584
904,0.07428485
905,0.07464156
906,0.12967567
907,0.48359767
908,0.59373933
909,0.36656693
910,0.14457609
911,0.25175062
912,0.43608075
913,0.043950256
914,0.19366044
915,0.48448053
916,0.18440121
917,0.3397602
918,0.09510561
919,0.17075394
920,0.1701372
921,0.26967394
922,0.60437363
923,0.5135272
924,0.23299804
925,0.09047651
926,0.5062991
927,0.4321569
928,0.18187042
929,0.32827312
930,0.75763655
931,0.59178203
932,0.29785815
933,0.29702827
934,0.28128454
935,0.040379338
936,0.04312392
937,0.083239414
938,0.13952115
939,0.44266626
940,0.04878548
941,0.5547481
942,0.041685786
943,0.28165355
944,0.7059263
945,0.15412536
946,0.1790506
947,0.37546414
948,0.19018795
949,0.25257185
950,0.1124171
951,0.03555383
952,0.5641582
953,0.4011458
954,0.057804585
955,0.5889392
956,0.38445327
957,0.15394641
958,0.15776059
959,0.18180189
960,0.15171559
961,0.09309572
962,0.08058309
963,0.064478874
964,0.22530514
965,0.22562382
966,0.32650334
967,0.30367577
968,0.35207406
969,0.8763018
970,0.6827894
971,0.05589353
972,0.8320224
973,0.12949385
974,0.6519244
975,0.076970205
976,0.25039583
977,0.49664605
978,0.21328515
979,0.52568907
980,0.94388306
981,0.065130115
982,0.06318982
983,0.09100573
984,0.057134338
985,0.3487179
986,0.80869067
987,0.04199475
988,0.119837776
989,0.18132125
990,0.21983136
991,0.23959456
992,0.03816847
993,0.06970098
994,0.27986643
995,0.06087862
996,0.89049256
997,0.06917695
998,0.30586487
999,0.13048458
1000,0.09310693
1001,0.038923297
1002,0.44073722
1003,0.23809293
1004,0.122125484
1005,0.27036974
1006,0.11406311
1007,0.23080719
1008,0.06423081
1009,0.16984186
1010,0.085557505
1011,0.14700623
1012,0.14284214
1013,0.18929678
1014,0.524891
1015,0.15213832
1016,0.6541593
1017,0.055880196
1018,0.7797577
1019,0.297394
1020,0.052647937
1021,0.15410428
1022,0.40075895
1023,0.24222761
1024,0.75826454
1025,0.17437631
1026,0.06429807
1027,0.26038286
1028,0.13374172
1029,0.03808113
1030,0.08740864
1031,0.073621824
1032,0.3613605
1033,0.08458237
1034,0.1951285
1035,0.035936955
1036,0.13079286
1037,0.11951883
1038,0.045698054
1039,0.084785275
1040,0.0367073
1041,0.5761459
1042,0.8362021
1043,0.12835474
1044,0.33666772
1045,0.35555428
1046,0.14160086
1047,0.13179907
1048,0.18068735
1049,0.13835287
1050,0.10535769
1051,0.12154434
1052,0.38667622
1053,0.6688297
1054,0.05305637
1055,0.48134294
1056,0.046666734
1057,0.041621298
1058,0.2832572
1059,0.55994457
1060,0.48964328
1061,0.44723108
1062,0.3485392
1063,0.138616
1064,0.28058586
1065,0.6272559
1066,0.28674975
1067,0.20514177
1068,0.045891333
1069,0.18260047
1070,0.12897494
1071,0.120300405
1072,0.44409406
1073,0.8280841
1074,0.15022331
1075,0.15194394
1076,0.4654127
1077,0.24588166
1078,0.08836123
1079,0.70645744
1080,0.22913253
1081,0.28157425
1082,0.5794405
1083,0.1568429
1084,0.34171113
1085,0.23792659
1086,0.13445485
1087,0.22775538
1088,0.6071187
1089,0.7433797
1090,0.10025472
1091,0.08846072
1092,0.05806392
1093,0.49563012
1094,0.113961354
1095,0.8427119
1096,0.40830976
1097,0.25570562
1098,0.64038724
1099,0.5135483
1100,0.38130078
1101,0.22793432
1102,0.10655111
1103,0.23270237
1104,0.08684677
1105,0.37440005
1106,0.36352372
1107,0.18441361
1108,0.7296336
1109,0.38031203
1110,0.14937237
1111,0.11598291
1112,0.103033334
1113,0.14050578
1114,0.17653066
1115,0.10102096
1116,0.13474372
1117,0.47578257
1118,0.7131067
1119,0.15422381
1120,0.20759207
1121,0.3050433
1122,0.06163226
1123,0.23844767
1124,0.51907176
1125,0.1481308
1126,0.61704534
1127,0.12924822
1128,0.8286116
1129,0.17978734
1130,0.14923507
1131,0.11140297
1132,0.8602339
1133,0.15392835
1134,0.5218718
1135,0.7671425
1136,0.3728893
1137,0.05875916
1138,0.14685966
1139,0.15403739
1140,0.14501296
1141,0.16239227
1142,0.111581214
1143,0.56899625
1144,0.83203644
1145,0.48954922
1146,0.36353606
1147,0.53133386
1148,0.15843566
1149,0.3138775
1150,0.12141853
1151,0.15102535
1152,0.5709107
1153,0.049386676
1154,0.15153892
1155,0.65889543
1156,0.18574889
1157,0.86787003
1158,0.95596653
1159,0.5057779
1160,0.0838007
1161,0.8123811
1162,0.49232954
1163,0.3825409
1164,0.33137336
1165,0.5723592
1166,0.42050648
1167,0.78863543
1168,0.09094216
1169,0.10041033
1170,0.20385495
1171,0.8901678
1172,0.18458505
1173,0.15860426
1174,0.21403271
1175,0.40865946
1176,0.80070853
1177,0.87448
1178,0.7288088
1179,0.20904729
1180,0.68697464
1181,0.9306957
1182,0.28331152
1183,0.48625833
1184,0.73353976
1185,0.44190425
1186,0.57859737
1187,0.53410244
1188,0.950858
1189,0.48037532
1190,0.058851995
1191,0.89533454
1192,0.04922787
1193,0.9323023
1194,0.25117615
1195,0.74010277
1196,0.06862289
1197,0.06003919
1198,0.1214522
1199,0.5393635
1200,0.32506907
1201,0.28309047
1202,0.052740566
1203,0.046095736
1204,0.03495145
1205,0.25481185
1206,0.124258004
1207,0.9106141
1208,0.2720143
1209,0.6981195
1210,0.18178914
1211,0.58790326
1212,0.6494086
1213,0.033536702
1214,0.07354264
1215,0.97194505
1216,0.1986569
1217,0.40042517
1218,0.05055223
1219,0.53354234
1220,0.19344041
1221,0.3475175
1222,0.31970733
1223,0.6485595
1224,0.06843191
1225,0.52050495
1226,0.15876405
1227,0.061757434
1228,0.48173985
1229,0.77914363
1230,0.8953801
1231,0.1302398
1232,0.509986
1233,0.20683582
1234,0.96257776
1235,0.98242515
1236,0.07203825
1237,0.51401085
1238,0.8995754
1239,0.36018038
1240,0.31164557
1241,0.052091092
1242,0.17784084
1243,0.12199478
1244,0.23299064
1245,0.47748145
1246,0.6535839
1247,0.23182808
1248,0.07274118
1249,0.6217045
1250,0.10170483
1251,0.75700223
1252,0.5584864
1253,0.10519862
1254,0.62330925
1255,0.25110602
1256,0.4919604
1257,0.17312238
1258,0.19454738
1259,0.06834488
1260,0.86924183
1261,0.23238084
1262,0.473461
1263,0.6238869
1264,0.13401005
1265,0.043031175
1266,0.21609475
1267,0.41282284
1268,0.46970153
1269,0.31519243
1270,0.34179357
1271,0.09455602
1272,0.76979816
1273,0.76139474
1274,0.5227959
1275,0.67151564
1276,0.8900704
1277,0.2921526
1278,0.7915413
1279,0.26219332
1280,0.118661545
1281,0.7729773
1282,0.08732862
1283,0.30119932
1284,0.4411419
1285,0.13167396
1286,0.1016535
1287,0.21712197
1288,0.59162265
1289,0.16245148
1290,0.47988585
1291,0.20378573
1292,0.69237506
1293,0.24965863
1294,0.961437
1295,0.37528273
1296,0.10342684
1297,0.27847427
1298,0.11849072
1299,0.049370818
1300,0.6967188
1301,0.18253464
1302,0.26798636
1303,0.648521
1304,0.55735
1305,0.08329367
1306,0.06192376
1307,0.62629175
1308,0.053182315
1309,0.32381
1310,0.64640594
1311,0.044905487
1312,0.10772356
1313,0.55417514
1314,0.20054397
1315,0.46491992
1316,0.14349717
1317,0.9454786
1318,0.25674677
1319,0.12735838
1320,0.11771526
1321,0.07397683
1322,0.3486159
1323,0.49576244
1324,0.28184685
1325,0.43300927
1326,0.09658032
1327,0.23548988
1328,0.3023489
1329,0.49870855
1330,0.16868442
1331,0.2549715
1332,0.04862063
1333,0.31981382
1334,0.25740263
1335,0.5854129
1336,0.53645587
1337,0.098475374
1338,0.34431052
1339,0.8096297
1340,0.2622864
1341,0.08839219
1342,0.16167647
1343,0.07684521
1344,0.28497517
1345,0.2107808
1346,0.13723983
1347,0.48527756
1348,0.55081373
1349,0.65913665
1350,0.13717814
1351,0.3416042
1352,0.21865559
1353,0.07001202
1354,0.13891138
1355,0.2869475
1356,0.092290774
1357,0.42679834
1358,0.10963933
1359,0.26705915
1360,0.046271097
1361,0.6781171
1362,0.061405167
1363,0.06351083
1364,0.16547315
1365,0.45782447
1366,0.06788724
1367,0.14040644
1368,0.70463765
1369,0.9559105
1370,0.07770959
1371,0.5133949
1372,0.13765635
1373,0.14177892
1374,0.40073854
1375,0.60954356
1376,0.19291873
1377,0.8030112
1378,0.1020851
1379,0.10085689
1380,0.042369395
1381,0.59606135
1382,0.515835
1383,0.29706332
1384,0.053662237
1385,0.12416045
1386,0.05776214
1387,0.27506238
1388,0.630627
1389,0.39093703
1390,0.30224025
1391,0.13918547
1392,0.26304507
1393,0.3177169
1394,0.69902205
1395,0.40588826
1396,0.22320485
1397,0.20828019
1398,0.12673593
1399,0.6413856
1400,0.43896744
1401,0.16442327
1402,0.1216671
1403,0.13557963
1404,0.55081296
1405,0.17850102
1406,0.090082504
1407,0.44339192
1408,0.20981881
1409,0.2410663
1410,0.10886694
1411,0.13146992
1412,0.050860103
1413,0.17121056
1414,0.13540274
1415,0.1088378
1416,0.21294159
1417,0.23978254
1418,0.058376722
1419,0.9040628
1420,0.18291272
1421,0.24626543
1422,0.6544945
1423,0.032479435
1424,0.48586112
1425,0.07834631
1426,0.13158992
1427,0.2115389
1428,0.1438083
1429,0.23979658
1430,0.15494502
1431,0.614604
1432,0.09512318
1433,0.23852496
1434,0.08473069
1435,0.11807844
1436,0.8485654
1437,0.27344954
1438,0.07336655
1439,0.2259687
1440,0.8621781
1441,0.11365789
1442,0.096730016
1443,0.045947097
1444,0.19230376
1445,0.060630016
1446,0.8566584
1447,0.65659976
1448,0.12189923
1449,0.06656421
1450,0.04933182
1451,0.55451757
1452,0.17633648
1453,0.13199975
1454,0.058930602
1455,0.26471233
1456,0.7560226
1457,0.21204382
1458,0.09844765
1459,0.06985966
1460,0.2542122
1461,0.093212776
1462,0.12267204
1463,0.8282311
1464,0.05287
1465,0.10904218
1466,0.1892551
1467,0.6310744
1468,0.04101747
1469,0.68082345
1470,0.081208736
1471,0.64110965
1472,0.19383764
1473,0.12311856
1474,0.13912575
1475,0.8981532
1476,0.801902
1477,0.30985293
1478,0.06832454
1479,0.50337756
1480,0.111798376
1481,0.12571265
1482,0.39056143
1483,0.038001627
1484,0.13338758
1485,0.8927268
1486,0.94298154
1487,0.42138746
1488,0.12142393
1489,0.47144142
1490,0.1425494
1491,0.3078882
1492,0.31569415
1493,0.16216749
1494,0.35898942
1495,0.69996125
1496,0.111127906
1497,0.07512373
1498,0.6186953
1499,0.19294538
1500,0.104011714
1501,0.62363875
1502,0.30804312
1503,0.6002773
1504,0.41255152
1505,0.04446799
1506,0.61757135
1507,0.24770704
1508,0.3111785
1509,0.36329764
1510,0.13007025
1511,0.06384158
1512,0.22602825
1513,0.1883839
1514,0.124335766
1515,0.10237838
1516,0.050779447
1517,0.70874393
1518,0.68907446
1519,0.14887202
1520,0.2699655
1521,0.34331942
1522,0.3241746
1523,0.1908454
1524,0.043080367
1525,0.37221584
1526,0.65926313
1527,0.42793444
1528,0.33114472
1529,0.30890468
1530,0.2984204
1531,0.14159416
1532,0.26560163
1533,0.7319102
1534,0.41271058
1535,0.08197988
1536,0.16736394
1537,0.84069353
1538,0.15678789
1539,0.039540987
1540,0.05568015
1541,0.7829599
1542,0.066793926
1543,0.38862827
1544,0.21486855
1545,0.06359015
1546,0.05712413
1547,0.578186
1548,0.2578005
1549,0.52013403
1550,0.16498405
1551,0.12780748
1552,0.21803874
1553,0.6890344
1554,0.16672906
1555,0.9488346
1556,0.13265622
1557,0.036849324
1558,0.9175036
1559,0.50663704
1560,0.7142178
1561,0.12250319
1562,0.09728166
1563,0.45617527
1564,0.049660772
1565,0.18914554
1566,0.17646092
1567,0.083247356
1568,0.049421787
1569,0.23644006
1570,0.8266865
1571,0.14721961
1572,0.24794754
1573,0.40919748
1574,0.056362193
1575,0.16093247
1576,0.20365156
1577,0.054098994
1578,0.19727778
1579,0.08753342
1580,0.11455738
1581,0.062212586
1582,0.117738314
1583,0.05442335
1584,0.053755485
1585,0.1411009
1586,0.7552867
1587,0.6994752
1588,0.79923636
1589,0.09115829
1590,0.052334614
1591,0.24936047
1592,0.0635521
1593,0.05326065
1594,0.7423828
1595,0.6807728
1596,0.10713143
1597,0.10851673
1598,0.07823247
1599,0.26980278
1600,0.044430662
1601,0.049525306
1602,0.054683898
1603,0.44191438
1604,0.1269432
1605,0.09891146
1606,0.336814
1607,0.25633457
1608,0.30355406
1609,0.13528636
1610,0.079659715
1611,0.23413633
1612,0.7535705
1613,0.14814103
1614,0.66086066
1615,0.104990825
1616,0.96865785
1617,0.93033653
1618,0.155555
1619,0.6049419
1620,0.9176574
1621,0.9115475
1622,0.39820868
1623,0.9663527
1624,0.27316046
1625,0.030338205
1626,0.058557555
1627,0.14079991
1628,0.13434355
1629,0.17622298
1630,0.070491
1631,0.056889556
1632,0.85769933
1633,0.7363034
1634,0.17312513
1635,0.09102073
1636,0.33389747
1637,0.0837192
1638,0.13244209
1639,0.08169289
1640,0.25474706
1641,0.060676396
1642,0.04826961
1643,0.28994116
1644,0.2745541
1645,0.048719715
1646,0.06420632
1647,0.80153835
1648,0.37802222
1649,0.26654637
1650,0.43274033
1651,0.9281357
1652,0.054094695
1653,0.08925064
1654,0.5706207
1655,0.07956297
1656,0.042298824
1657,0.051032558
1658,0.16138247
1659,0.23834984
1660,0.91560775
1661,0.33126512
1662,0.65628916
1663,0.079735674
1664,0.53400636
1665,0.31523094
1666,0.113402404
1667,0.12542523
1668,0.709699
1669,0.0716126
